Year,Economy Label,Mode Label,Direction Label,US dollars at current prices in millions,US dollars at current prices per capita,Percentage of total world,Percentage of Gross Domestic Product
1992,Seychelles,Flow,Inward,1.62,22.302,0.000985,0.30927
1992,Seychelles,Flow,Outward,1.367,18.809,0.000663,0.26083
1992,Seychelles,Stock,Inward,230.715,3175.231,0.009252,44.03231
1992,Seychelles,Stock,Outward,64.508,887.79,0.002539,12.31137
1992,Sierra Leone,Flow,Inward,-5.599,-1.288,-0.003402,-0.60836
1992,Sierra Leone,Flow,Outward,0.342,0.079,0.000166,0.03718
1992,Sierra Leone,Stock,Inward,245.044,56.361,0.009827,26.62509
1992,Singapore,Flow,Inward,2204.338,688.933,1.33954,4.22843
1992,Singapore,Flow,Outward,1316.967,411.598,0.639153,2.52625
1992,Singapore,Stock,Inward,36206.943,11315.936,1.451942,69.45333
1992,Singapore,Stock,Outward,10785.64,3370.89,0.424598,20.68936
1992,Viet Nam,Flow,Inward,473.946,6.686,0.288009,4.80334
1992,Viet Nam,Stock,Inward,1092.081,15.407,0.043794,11.06802
1992,Slovenia,Flow,Inward,111.0,55.352,0.067453,0.84727
1992,Slovenia,Flow,Outward,-1.8,-0.898,-0.000874,-0.01374
1992,Slovenia,Stock,Inward,1818.834,906.99,0.072937,13.8833
1992,Slovenia,Stock,Outward,558.302,278.406,0.021979,4.26156
1992,Somalia,Flow,Inward,-0.06,-0.008,-3.6e-05,-0.01029
1992,South Africa,Flow,Inward,3.506,0.091,0.002131,0.00258
1992,South Africa,Flow,Outward,1936.88,50.084,0.94001,1.42447
1992,South Africa,Stock,Inward,10662.299,275.707,0.427571,7.84153
1992,South Africa,Stock,Outward,17795.283,460.152,0.700547,13.08744
1992,Zimbabwe,Flow,Inward,19.0,1.743,0.011546,0.1821
1992,Zimbabwe,Flow,Outward,4.4,0.404,0.002135,0.04217
1992,Zimbabwe,Stock,Inward,298.85,27.416,0.011984,2.86429
1992,Zimbabwe,Stock,Outward,96.201,8.825,0.003787,0.92202
1992,Spain,Flow,Inward,10665.741,270.63,6.481396,1.69055
1992,Spain,Flow,Outward,1734.411,44.008,0.841748,0.27491
1992,Spain,Stock,Inward,71766.19,1820.975,2.877911,11.37512
1992,Spain,Stock,Outward,18400.089,466.879,0.724356,2.91646
1992,Sudan (...2011),Flow,Inward,0.09,0.003,5.5e-05,0.00074
1992,Sudan (...2011),Stock,Inward,54.77,2.028,0.002196,0.45202
1992,Suriname,Flow,Inward,-54.3,-129.083,-0.032997,-6.62351
1992,Eswatini,Flow,Inward,84.356,97.297,0.051262,5.72041
1992,Eswatini,Flow,Outward,3.05,3.518,0.00148,0.20685
1992,Eswatini,Stock,Inward,437.3,504.385,0.017536,29.65448
1992,Eswatini,Stock,Outward,49.152,56.693,0.001935,3.33316
1992,Sweden,Flow,Inward,-41.038,-4.724,-0.024938,-0.01443
1992,Sweden,Flow,Outward,408.668,47.045,0.198335,0.14374
1992,Sweden,Stock,Inward,14056.51,1618.158,0.563683,4.94391
1992,Sweden,Stock,Outward,48842.823,5622.691,1.922794,17.17885
1992,"Switzerland, Liechtenstein",Flow,Inward,411.031,60.247,0.249777,0.1501
1992,"Switzerland, Liechtenstein",Flow,Outward,6056.663,887.754,2.93943,2.21172
1992,"Switzerland, Liechtenstein",Stock,Inward,32989.904,4835.487,1.322935,12.04697
1992,"Switzerland, Liechtenstein",Stock,Outward,74413.668,10907.164,2.929441,27.17375
1992,Syrian Arab Republic,Flow,Inward,57.0,4.322,0.034638,0.39456
1992,Syrian Arab Republic,Stock,Inward,265.0,20.095,0.010627,1.83435
1992,Tajikistan,Flow,Inward,9.0,1.636,0.005469,0.45454
1992,Tajikistan,Stock,Inward,9.0,1.636,0.000361,0.45454
1992,Thailand,Flow,Inward,2151.0,37.207,1.307127,1.86109
1992,Thailand,Flow,Outward,146.0,2.525,0.070857,0.12632
1992,Thailand,Stock,Inward,12301.646,212.791,0.493311,10.64365
1992,Thailand,Stock,Outward,743.002,12.852,0.02925,0.64286
1992,Togo,Flow,Inward,-13.11,-3.322,-0.007966,-0.61508
1992,Togo,Stock,Inward,260.538,66.028,0.010448,12.22402
1992,Tonga,Flow,Inward,1.22,12.789,0.000741,0.63312
1992,Tonga,Flow,Outward,0.002,0.024,1e-06,0.00117
1992,Tonga,Stock,Inward,2.45,25.682,9.8e-05,1.27144
1992,Tonga,Stock,Outward,0.027,0.283,1e-06,0.01401
1992,Trinidad and Tobago,Flow,Inward,171.0,138.273,0.103914,3.13523
1992,Trinidad and Tobago,Stock,Inward,2680.441,2167.44,0.107489,49.14499
1992,Trinidad and Tobago,Stock,Outward,20.7,16.738,0.000815,0.37953
1992,United Arab Emirates,Flow,Inward,129.72,63.189,0.078829,0.23608
1992,United Arab Emirates,Flow,Outward,15.196,7.402,0.007375,0.02766
1992,United Arab Emirates,Stock,Inward,906.62,441.631,0.036357,1.64996
1992,United Arab Emirates,Stock,Outward,39.919,19.445,0.001571,0.07265
1992,Tunisia,Flow,Inward,583.6,67.751,0.354644,3.4301
1992,Tunisia,Flow,Outward,4.7,0.546,0.002281,0.02762
1992,Tunisia,Stock,Inward,8447.9,980.734,0.338771,49.65244
1992,Tunisia,Stock,Outward,23.4,2.717,0.000921,0.13753
1992,Turkey,Flow,Inward,844.0,15.139,0.512885,0.38509
1992,Turkey,Flow,Outward,65.0,1.166,0.031546,0.02966
1992,Turkey,Stock,Inward,12804.315,229.678,0.513469,5.84223
1992,Turkey,Stock,Outward,1242.315,22.284,0.048906,0.56683
1992,Turkmenistan,Flow,Inward,0.0,0.0,0.0,0.0
1992,Turkmenistan,Stock,Inward,0.0,0.0,0.0,0.0
1992,Uganda,Flow,Inward,3.0,0.162,0.001823,0.0798
1992,Uganda,Stock,Inward,9.97,0.537,0.0004,0.26522
1992,Ukraine,Flow,Inward,200.0,3.89,0.121537,0.24612
1992,Ukraine,Stock,Inward,284.2,5.527,0.011397,0.34973
1992,Egypt,Flow,Inward,459.0,7.824,0.278927,1.00242
1992,Egypt,Flow,Outward,4.0,0.068,0.001941,0.00874
1992,Egypt,Stock,Inward,11754.55,200.361,0.471372,25.6711
1992,Egypt,Stock,Outward,228.62,3.897,0.009,0.49929
1992,"Tanzania, United Republic of",Flow,Inward,12.0,0.445,0.007292,0.17869
1992,"Tanzania, United Republic of",Stock,Inward,399.8,14.829,0.016032,5.95323
1992,United States of America,Flow,Inward,19222.0,73.771,11.680895,0.29322
1992,United States of America,Flow,Outward,42647.0,163.672,20.697519,0.65056
1992,United States of America,Stock,Inward,696177.0,2671.803,27.917543,10.61983
1992,United States of America,Stock,Outward,798630.0,3065.0,31.439649,12.1827
1992,Burkina Faso,Flow,Inward,3.113,0.335,0.001892,0.08162
1992,Burkina Faso,Flow,Outward,0.122,0.013,5.9e-05,0.0032
1992,Burkina Faso,Stock,Inward,42.353,4.556,0.001698,1.1104
1992,Burkina Faso,Stock,Outward,3.973,0.427,0.000156,0.10417
1992,Uruguay,Flow,Inward,11.3,3.582,0.006867,0.07945
1992,Uruguay,Flow,Outward,0.0,0.0,0.0,0.0
1992,Uruguay,Stock,Inward,715.136,226.706,0.028678,5.0282
1992,Uruguay,Stock,Outward,186.0,58.964,0.007322,1.30779
1992,Uzbekistan,Flow,Inward,9.0,0.421,0.005469,0.05451
1992,Uzbekistan,Stock,Inward,9.0,0.421,0.000361,0.05451
1992,Venezuela (Bolivarian Rep. of),Flow,Inward,1937.428,94.243,1.177343,3.31386
1992,Venezuela (Bolivarian Rep. of),Flow,Outward,156.0,7.588,0.07571,0.26683
1992,Venezuela (Bolivarian Rep. of),Stock,Inward,6033.239,293.478,0.24194,10.31951
1992,Venezuela (Bolivarian Rep. of),Stock,Outward,1568.0,76.273,0.061727,2.68197
1992,Samoa,Flow,Inward,5.0,30.213,0.003038,4.12376
1992,Samoa,Stock,Inward,17.313,104.617,0.000694,14.27893
1992,Yemen,Flow,Inward,718.0,55.426,0.436317,16.01792
1992,Yemen,Stock,Inward,1180.5,91.129,0.047339,26.33588
1992,Yemen,Stock,Outward,4.879,0.377,0.000192,0.10885
1992,Zambia,Flow,Inward,45.0,5.325,0.027346,1.36062
1992,Zambia,Stock,Inward,2734.8,323.593,0.109669,82.68961
1992,United Kingdom,Flow,Inward,17236.659,298.94,10.474435,1.46109
1992,United Kingdom,Flow,Outward,20106.218,348.707,9.757986,1.70433
1992,United Kingdom,Stock,Inward,172986.319,3000.146,6.936961,14.66342
1992,United Kingdom,Stock,Outward,221678.743,3844.631,8.726822,18.7909
1992,Indonesia,Flow,Inward,1799.0,9.543,1.093223,1.10544
1992,Indonesia,Flow,Outward,714.0,3.787,0.34652,0.43874
1992,Indonesia,Stock,Inward,12013.45,63.724,0.481754,7.38199
1992,Indonesia,Stock,Outward,813.0,4.312,0.032005,0.49957
1993,Afghanistan,Flow,Inward,-0.02,-0.001,-9e-06,-0.0007
1993,Afghanistan,Stock,Inward,11.84,0.749,0.000439,0.41625
1993,Albania,Flow,Inward,68.0,21.282,0.030611,3.99897
1993,Albania,Stock,Inward,88.0,27.541,0.003261,5.17513
1993,Algeria,Flow,Inward,0.001,0.0,0.0,0.0
1993,Algeria,Flow,Outward,0.001,0.0,0.0,0.0
1993,Algeria,Stock,Inward,1670.571,60.45,0.0619,3.28549
1993,Algeria,Stock,Outward,183.042,6.623,0.006247,0.35999
1993,Angola,Flow,Inward,302.0,23.097,0.13595,2.24236
1993,Angola,Flow,Outward,2.0,0.153,0.000842,0.01485
1993,Angola,Stock,Inward,2278.75,174.282,0.084435,16.91979
1993,Angola,Stock,Outward,3.089,0.236,0.000105,0.02294
1993,Antigua and Barbuda,Flow,Inward,15.241,231.703,0.006861,2.84781
1993,Azerbaijan,Flow,Inward,0.01,0.001,5e-06,0.00024
1993,Argentina,Flow,Inward,2793.085,82.222,1.257351,1.08861
1993,Argentina,Flow,Outward,705.07,20.756,0.296837,0.2748
1993,Argentina,Stock,Inward,18520.324,545.195,0.686236,7.21834
1993,Argentina,Stock,Outward,8085.642,238.022,0.275934,3.1514
1993,Australia,Flow,Inward,4054.918,230.351,1.825384,1.28028
1993,Australia,Flow,Outward,1409.667,80.08,0.593475,0.44508
1993,Australia,Stock,Inward,87642.952,4978.805,3.247444,27.67199
1993,Australia,Stock,Outward,45424.507,2580.467,1.550174,14.34213
1993,Austria,Flow,Inward,1125.106,142.561,0.506484,0.59101
1993,Austria,Flow,Outward,1178.548,149.333,0.496173,0.61908
1993,Austria,Stock,Inward,11918.63,1510.2,0.441622,6.26077
1993,Austria,Stock,Outward,7851.132,994.81,0.267931,4.12415
1993,Bahamas,Flow,Inward,27.1,99.976,0.012199,0.582
1993,Bahamas,Flow,Outward,-0.125,-0.459,-5.2e-05,-0.00267
1993,Bahamas,Stock,Inward,611.88,2257.318,0.022672,13.14084
1993,Bahrain,Flow,Inward,-275.0,-512.857,-0.123796,-4.62458
1993,Bahrain,Flow,Outward,38.6,71.986,0.016251,0.64912
1993,Bahrain,Stock,Inward,1764.62,3290.9,0.065385,29.67497
1993,Bahrain,Stock,Outward,861.169,1606.023,0.029389,14.48197
1993,Bangladesh,Flow,Inward,14.05,0.127,0.006325,0.04434
1993,Bangladesh,Flow,Outward,0.2,0.002,8.4e-05,0.00063
1993,Bangladesh,Stock,Inward,496.642,4.501,0.018402,1.56742
1993,Bangladesh,Stock,Outward,45.732,0.414,0.001561,0.14433
1993,Armenia,Flow,Inward,0.8,0.238,0.00036,0.06845
1993,Armenia,Stock,Inward,31.48,9.36,0.001166,2.69352
1993,Barbados,Flow,Inward,9.402,35.632,0.004233,0.45248
1993,Barbados,Flow,Outward,2.6,9.853,0.001095,0.12512
1993,Barbados,Stock,Inward,202.53,767.54,0.007504,9.74674
1993,Barbados,Stock,Outward,28.233,106.996,0.000963,1.35871
1993,Belgium,Flow,Inward,10750.0,1062.391,4.83928,4.78383
1993,Belgium,Flow,Outward,4903.56,484.605,2.064417,2.18212
1993,Belgium,Stock,Inward,94295.2,9318.919,3.49393,41.9621
1993,Belgium,Stock,Outward,62641.9,6190.716,2.137741,27.87614
1993,Bhutan,Stock,Inward,2.62,4.919,9.7e-05,1.18628
1993,Bolivia (Plurinational State of),Flow,Inward,123.6,16.902,0.05564,2.1553
1993,Bolivia (Plurinational State of),Flow,Outward,2.0,0.273,0.000842,0.03488
1993,Bolivia (Plurinational State of),Stock,Inward,1310.5,179.205,0.048558,22.85209
1993,Bolivia (Plurinational State of),Stock,Outward,13.1,1.791,0.000447,0.22843
1993,Botswana,Flow,Inward,-287.4,-205.416,-0.129378,-7.03961
1993,Botswana,Flow,Outward,9.492,6.784,0.003996,0.2325
1993,Botswana,Stock,Inward,1012.6,723.746,0.03752,24.80274
1993,Botswana,Stock,Outward,475.048,339.536,0.016212,11.63588
1993,Brazil,Flow,Inward,1290.9,8.23,0.581119,0.31722
1993,Brazil,Flow,Outward,492.3,3.139,0.20726,0.12098
1993,Brazil,Stock,Inward,54593.718,348.065,2.022867,13.41581
1993,Brazil,Stock,Outward,42688.136,272.161,1.456791,10.49015
1993,Belize,Flow,Inward,13.6,68.817,0.006122,2.42919
1993,Belize,Flow,Outward,2.05,10.373,0.000863,0.36616
1993,Belize,Stock,Inward,135.58,686.047,0.005024,24.21686
1993,Belize,Stock,Outward,25.8,130.55,0.00088,4.60831
1993,Solomon Islands,Flow,Inward,23.371,68.839,0.010521,8.26681
1993,British Virgin Islands,Flow,Inward,675.98,35988.926,0.304303,250.47273
1993,British Virgin Islands,Flow,Outward,4906.321,261210.732,2.06558,1817.95266
1993,British Virgin Islands,Stock,Inward,675.54,35965.501,0.025031,250.30969
1993,British Virgin Islands,Stock,Outward,7348.009,391205.292,0.250761,2722.67796
1993,Brunei Darussalam,Flow,Inward,8.0,28.401,0.003601,0.17585
1993,Brunei Darussalam,Stock,Inward,53.12,188.58,0.001968,1.16762
1993,Bulgaria,Flow,Inward,40.0,4.664,0.018007,0.33526
1993,Bulgaria,Flow,Outward,-3.211,-0.374,-0.001352,-0.02691
1993,Bulgaria,Stock,Inward,249.67,29.112,0.009251,2.09263
1993,Bulgaria,Stock,Outward,112.447,13.112,0.003837,0.94248
1993,Myanmar,Flow,Inward,91.7,2.138,0.04128,1.14138
1993,Myanmar,Stock,Inward,760.99,17.743,0.028197,9.47197
1993,Burundi,Flow,Inward,0.474,0.082,0.000213,0.04859
1993,Burundi,Flow,Outward,0.136,0.023,5.7e-05,0.01394
1993,Burundi,Stock,Inward,31.888,5.5,0.001182,3.27108
1993,Burundi,Stock,Outward,0.446,0.077,1.5e-05,0.04577
1993,Belarus,Flow,Inward,17.6,1.737,0.007923,0.10134
1993,Belarus,Flow,Outward,1.865,0.184,0.000785,0.01074
1993,Belarus,Stock,Inward,24.6,2.427,0.000912,0.14164
1993,Cambodia,Flow,Inward,54.12,5.428,0.024363,2.22363
1993,Cambodia,Stock,Inward,124.866,12.523,0.004627,5.13039
1993,Cambodia,Stock,Outward,139.218,13.963,0.004751,5.72006
1993,Cameroon,Flow,Inward,5.121,0.398,0.002305,0.03859
1993,Cameroon,Flow,Outward,22.107,1.719,0.009307,0.1666
1993,Cameroon,Stock,Inward,380.258,29.56,0.01409,2.86556
1993,Cameroon,Stock,Outward,1224.814,95.212,0.041798,9.22998
1993,Canada,Flow,Inward,4731.586,165.742,2.129997,0.81711
1993,Canada,Flow,Outward,5701.969,199.733,2.400551,0.98469
1993,Canada,Stock,Inward,106867.825,3743.448,3.959785,18.45523
1993,Canada,Stock,Outward,92467.523,3239.023,3.155581,15.96841
1993,Cabo Verde,Flow,Inward,3.644,9.955,0.00164,0.88626
1993,Cabo Verde,Flow,Outward,0.664,1.814,0.00028,0.16154
1993,Cabo Verde,Stock,Inward,9.641,26.337,0.000357,2.3447
1993,Cayman Islands,Flow,Inward,459.76,15816.706,0.206968,31.54502
1993,Cayman Islands,Flow,Outward,332.672,11444.629,0.140056,22.8253
1993,Cayman Islands,Stock,Inward,2227.77,76639.948,0.082546,152.85158
1993,Cayman Islands,Stock,Outward,1105.514,38031.994,0.037727,75.85144
1993,Central African Republic,Flow,Inward,-9.98,-3.276,-0.004493,-0.74591
1993,Central African Republic,Flow,Outward,5.319,1.746,0.002239,0.3975
1993,Central African Republic,Stock,Inward,69.857,22.933,0.002588,5.2211
1993,Central African Republic,Stock,Outward,32.577,10.695,0.001112,2.4348
1993,Sri Lanka,Flow,Inward,194.486,10.85,0.087551,1.58938
1993,Sri Lanka,Flow,Outward,6.9,0.385,0.002905,0.05639
1993,Sri Lanka,Stock,Inward,1063.368,59.324,0.039401,8.69005
1993,Sri Lanka,Stock,Outward,21.25,1.186,0.000725,0.17366
1993,Chad,Flow,Inward,15.161,2.31,0.006825,0.91657
1993,Chad,Flow,Outward,10.93,1.665,0.004602,0.66079
1993,Chad,Stock,Inward,271.041,41.293,0.010043,16.38615
1993,Chad,Stock,Outward,72.388,11.028,0.00247,4.37632
1993,Chile,Flow,Inward,1034.2,74.163,0.465561,2.01936
1993,Chile,Flow,Outward,434.2,31.137,0.1828,0.84781
1993,Chile,Stock,Inward,18898.284,1355.208,0.70024,36.90036
1993,Chile,Stock,Outward,1111.3,79.692,0.037925,2.1699
1993,China,Flow,Inward,27514.95,22.575,12.386283,4.44423
1993,China,Flow,Outward,4400.0,3.61,1.852417,0.71069
1993,China,Stock,Inward,63579.42,52.165,2.355815,10.26939
1993,China,Stock,Outward,13768.0,11.296,0.469852,2.22382
1993,"China, Taiwan Province of",Flow,Inward,917.0,43.574,0.412802,0.39026
1993,"China, Taiwan Province of",Flow,Outward,2611.0,124.069,1.099241,1.11121
1993,"China, Taiwan Province of",Stock,Inward,12802.0,608.324,0.474354,5.44837
1993,"China, Taiwan Province of",Stock,Outward,36989.0,1757.64,1.2623,15.74206
1993,Colombia,Flow,Inward,959.1,27.332,0.431754,1.3368
1993,Colombia,Flow,Outward,94.796,2.701,0.039909,0.13213
1993,Colombia,Stock,Inward,4284.196,122.087,0.158743,5.97134
1993,Colombia,Stock,Outward,591.051,16.843,0.02017,0.82381
1993,Comoros,Flow,Inward,0.191,0.424,8.6e-05,0.03472
1993,Comoros,Stock,Inward,18.303,40.739,0.000678,3.3326
1993,Congo,Flow,Inward,286.054,111.745,0.128772,10.21534
1993,Congo,Flow,Outward,1.129,0.441,0.000475,0.04032
1993,Congo,Stock,Inward,896.71,350.294,0.033226,32.02259
1993,Congo,Stock,Outward,21.457,8.382,0.000732,0.76626
1993,"Congo, Dem. Rep. of the",Flow,Inward,6.87,0.177,0.003093,0.04047
1993,"Congo, Dem. Rep. of the",Flow,Outward,0.883,0.023,0.000372,0.0052
1993,"Congo, Dem. Rep. of the",Stock,Inward,564.93,14.554,0.020932,3.328
1993,"Congo, Dem. Rep. of the",Stock,Outward,0.883,0.023,3e-05,0.0052
1993,Costa Rica,Flow,Inward,246.7,73.155,0.111056,2.58669
1993,Costa Rica,Flow,Outward,3.6,1.068,0.001516,0.03775
1993,Costa Rica,Stock,Inward,1974.799,585.595,0.073172,20.70606
1993,Costa Rica,Stock,Outward,55.1,16.339,0.00188,0.57773
1993,Croatia,Flow,Inward,118.265,25.176,0.053239,0.91054
1993,Croatia,Flow,Outward,17.776,3.784,0.007484,0.13686
1993,Croatia,Stock,Inward,273.428,58.207,0.010131,2.10515
1993,Croatia,Stock,Outward,691.0,147.098,0.023581,5.32009
1993,Cyprus,Flow,Inward,83.4,133.216,0.037544,1.12932
1993,Cyprus,Flow,Outward,12.264,19.589,0.005163,0.16607
1993,Cyprus,Stock,Outward,50.071,79.979,0.001709,0.67801
1993,Czechia,Flow,Inward,653.467,63.084,0.294168,1.59901
1993,Czechia,Flow,Outward,90.166,8.704,0.03796,0.22063
1993,Czechia,Stock,Inward,3423.105,330.457,0.126837,8.37621
1993,Czechia,Stock,Outward,181.369,17.509,0.006189,0.4438
1993,Benin,Flow,Inward,1.406,0.255,0.000633,0.06077
1993,Benin,Flow,Outward,0.706,0.128,0.000297,0.03054
1993,Benin,Stock,Inward,27.144,4.916,0.001006,1.17363
1993,Benin,Stock,Outward,3.001,0.543,0.000102,0.12974
1993,Denmark,Flow,Inward,1712.77,329.966,0.77103,1.19611
1993,Denmark,Flow,Outward,1373.0,264.509,0.578038,0.95883
1993,Denmark,Stock,Inward,14617.9,2816.147,0.541639,10.20841
1993,Denmark,Stock,Outward,15799.2,3043.725,0.539169,11.03337
1993,Dominica,Flow,Inward,13.2,186.393,0.005942,5.37621
1993,Dominican Republic,Flow,Inward,189.3,25.085,0.085216,1.45791
1993,Ecuador,Flow,Inward,473.725,43.217,0.213255,2.50261
1993,Ecuador,Stock,Inward,2589.8,236.264,0.09596,13.68147
1993,El Salvador,Flow,Inward,16.4,2.987,0.007383,0.2455
1993,El Salvador,Stock,Inward,255.0,46.444,0.009449,3.81721
1993,El Salvador,Stock,Outward,57.869,10.54,0.001975,0.86626
1993,Equatorial Guinea,Flow,Inward,22.302,48.206,0.010039,11.16396
1993,Equatorial Guinea,Stock,Inward,94.999,205.342,0.00352,47.55532
1993,Ethiopia,Flow,Inward,3.5,0.066,0.001576,0.04741
1993,Ethiopia,Stock,Inward,134.08,2.516,0.004968,1.81612
1993,Eritrea,Flow,Inward,0.0,0.0,0.0,0.0
1993,Eritrea,Stock,Inward,0.0,0.0,0.0,0.0
1993,Estonia,Flow,Inward,161.13,108.282,0.072535,3.85196
1993,Estonia,Flow,Outward,6.089,4.092,0.002564,0.14557
1993,Estonia,Stock,Inward,255.101,171.432,0.009452,6.09844
1993,Estonia,Stock,Outward,62.568,42.047,0.002135,1.49575
1993,Fiji,Flow,Inward,54.742,72.51,0.024643,3.33874
1993,Fiji,Flow,Outward,-0.454,-0.601,-0.000191,-0.02769
1993,Fiji,Stock,Inward,419.255,555.332,0.015535,25.57041
1993,Fiji,Stock,Outward,35.366,46.844,0.001207,2.15695
1993,Finland,Flow,Inward,973.908,192.025,0.43842,1.0917
1993,Finland,Flow,Outward,1585.432,312.599,0.667473,1.77718
1993,Finland,Stock,Inward,4576.784,902.402,0.169584,5.13032
1993,Finland,Stock,Outward,9961.93,1964.187,0.339965,11.16676
1993,"France, metropolitan",Flow,Inward,16620.002,289.697,7.481753,1.25634
1993,"France, metropolitan",Flow,Outward,19716.126,343.664,8.300564,1.49039
1993,"France, metropolitan",Stock,Inward,135445.744,2360.9,5.018686,10.23865
1993,"France, metropolitan",Stock,Outward,159182.749,2774.651,5.43233,12.03299
1993,France,Flow,Inward,16628.268,281.584,7.485474,1.25457
1993,France,Flow,Outward,19716.126,333.874,8.300564,1.48754
1993,France,Stock,Inward,135445.744,2293.644,5.018686,10.2191
1993,France,Stock,Outward,159182.749,2695.608,5.43233,12.01
1993,French Guiana,Flow,Inward,0.15,1.161,6.8e-05,
1993,French Polynesia,Flow,Inward,-3.24,-15.381,-0.001459,-0.08535
1993,French Polynesia,Stock,Inward,99.87,474.117,0.0037,2.63098
1993,Djibouti,Flow,Inward,1.42,2.296,0.000639,0.29451
1993,Djibouti,Stock,Inward,18.75,30.316,0.000695,3.88881
1993,Gabon,Flow,Inward,-113.716,-110.429,-0.051191,-1.88993
1993,Gabon,Flow,Outward,2.472,2.401,0.001041,0.04109
1993,Gabon,Stock,Inward,1167.083,1133.344,0.043244,19.39659
1993,Gabon,Stock,Outward,209.636,203.576,0.007154,3.48409
1993,Georgia,Flow,Inward,0.01,0.002,5e-06,0.00034
1993,Georgia,Stock,Inward,18.054,3.466,0.000669,0.60857
1993,Gambia,Flow,Inward,11.19,10.548,0.005037,0.89176
1993,Gambia,Stock,Inward,168.86,159.173,0.006257,13.45688
1993,Germany,Flow,Inward,368.235,4.578,0.165767,0.01778
1993,Germany,Flow,Outward,17196.169,213.807,7.239652,0.83023
1993,Germany,Stock,Inward,223671.85,2781.0,8.287737,10.79887
1993,Germany,Stock,Outward,358587.65,4458.462,12.237296,17.31261
1993,Ghana,Flow,Inward,125.0,7.761,0.056271,0.98716
1993,Ghana,Stock,Inward,486.76,30.221,0.018036,3.84407
1993,Kiribati,Flow,Inward,1.379,18.215,0.000621,2.93159
1993,Greece,Flow,Inward,977.0,92.749,0.439812,0.89788
1993,Greece,Flow,Outward,-22.432,-2.13,-0.009444,-0.02062
1993,Greece,Stock,Inward,8936.8,848.392,0.331136,8.21304
1993,Greece,Stock,Outward,2879.924,273.398,0.098281,2.64669
1993,Grenada,Flow,Inward,20.248,206.122,0.009115,8.03744
1993,Guatemala,Flow,Inward,142.488,14.337,0.064143,1.42465
1993,Guatemala,Flow,Outward,3.487,0.351,0.001468,0.03486
1993,Guatemala,Stock,Inward,2061.188,207.39,0.076373,20.6086
1993,Guatemala,Stock,Outward,37.355,3.759,0.001275,0.37349
1993,Guinea,Flow,Inward,2.72,0.394,0.001224,0.0615
1993,Guinea,Flow,Outward,0.88,0.128,0.00037,0.01989
1993,Guinea,Stock,Inward,130.02,18.851,0.004818,2.93988
1993,Guyana,Flow,Inward,69.537,92.207,0.031303,9.34661
1993,Guyana,Flow,Outward,2.0,2.652,0.000842,0.26882
1993,Guyana,Stock,Inward,273.323,362.43,0.010127,36.7379
1993,Guyana,Stock,Outward,2.0,2.652,6.8e-05,0.26882
1993,Haiti,Flow,Inward,-2.2,-0.295,-0.00099,-0.12179
1993,Haiti,Stock,Inward,28.0,3.753,0.001037,1.55008
1993,Honduras,Flow,Inward,52.1,9.658,0.023454,1.24565
1993,Honduras,Flow,Outward,-0.48,-0.089,-0.000202,-0.01148
1993,Honduras,Stock,Inward,444.7,82.437,0.016478,10.63229
1993,"China, Hong Kong SAR",Flow,Inward,6929.626,1168.899,3.119479,5.75769
1993,"China, Hong Kong SAR",Flow,Outward,17713.0,2987.854,7.45724,14.71739
1993,"China, Hong Kong SAR",Stock,Inward,213490.821,36011.93,7.910498,177.38542
1993,"China, Hong Kong SAR",Stock,Outward,39114.42,6597.875,1.334833,32.49942
1993,Hungary,Flow,Inward,2442.954,235.828,1.099734,6.0883
1993,Hungary,Flow,Outward,10.705,1.033,0.004507,0.02668
1993,Hungary,Stock,Inward,5575.868,538.26,0.206603,13.89612
1993,Hungary,Stock,Outward,169.975,16.408,0.005801,0.42361
1993,Iceland,Flow,Inward,0.444,1.69,0.0002,0.00713
1993,Iceland,Flow,Outward,14.334,54.573,0.006035,0.23015
1993,Iceland,Stock,Inward,116.871,444.967,0.00433,1.87656
1993,Iceland,Stock,Outward,113.914,433.712,0.003887,1.82909
1993,India,Flow,Inward,532.0,0.574,0.239488,0.18519
1993,India,Flow,Outward,0.351,0.0,0.000148,0.00012
1993,India,Stock,Inward,2515.81,2.713,0.093219,0.87575
1993,India,Stock,Outward,294.244,0.317,0.010041,0.10243
1993,Iran (Islamic Republic of),Flow,Inward,207.55,3.475,0.093432,0.17406
1993,Iran (Islamic Republic of),Flow,Outward,-132.535,-2.219,-0.055798,-0.11115
1993,Iran (Islamic Republic of),Stock,Inward,2278.11,38.144,0.084411,1.91053
1993,Iraq,Flow,Inward,0.803,0.042,0.000361,0.01138
1993,Ireland,Flow,Inward,1077.89,303.894,0.485229,2.0561
1993,Ireland,Flow,Outward,220.008,62.028,0.092624,0.41967
1993,Ireland,Stock,Inward,41886.602,11809.259,1.552029,79.89984
1993,Ireland,Stock,Outward,15569.106,4389.461,0.531317,29.69849
1993,Israel,Flow,Inward,471.85,95.721,0.212411,0.6232
1993,Israel,Flow,Outward,744.694,151.072,0.313519,0.98356
1993,Israel,Stock,Inward,4976.0,1009.451,0.184376,6.57206
1993,Israel,Stock,Outward,2786.0,565.179,0.095076,3.67961
1993,Italy,Flow,Inward,3746.619,65.503,1.686599,0.35357
1993,Italy,Flow,Outward,7221.316,126.252,3.040201,0.68149
1993,Italy,Stock,Inward,53949.477,943.212,1.998996,5.09129
