Year,Economy Label,Mode Label,Direction Label,US dollars at current prices in millions,US dollars at current prices per capita,Percentage of total world,Percentage of Gross Domestic Product
1996,Germany,Stock,Inward,316600.488,3893.092,7.658173,12.67764
1996,Germany,Stock,Outward,566594.536,6967.154,12.442833,22.68816
1996,Ghana,Flow,Inward,120.0,6.872,0.030547,0.81594
1996,Ghana,Flow,Outward,1.3,0.074,0.00033,0.00884
1996,Ghana,Stock,Inward,946.26,54.188,0.022889,6.43408
1996,Kiribati,Flow,Inward,0.538,6.823,0.000137,0.80517
1996,Kiribati,Flow,Outward,0.078,0.992,2e-05,0.11703
1996,Greece,Flow,Inward,1058.0,97.672,0.269321,0.72536
1996,Greece,Flow,Outward,-25.368,-2.342,-0.006431,-0.01739
1996,Greece,Stock,Inward,12028.8,1110.473,0.290962,8.24692
1996,Greece,Stock,Outward,2911.937,268.824,0.063948,1.99642
1996,Grenada,Flow,Inward,16.963,167.945,0.004318,5.68553
1996,Guatemala,Flow,Inward,76.8,7.214,0.01955,0.55464
1996,Guatemala,Flow,Outward,8.197,0.77,0.002078,0.05919
1996,Guatemala,Stock,Inward,2278.388,214.0,0.055111,16.45424
1996,Guatemala,Stock,Outward,31.937,3.0,0.000701,0.23065
1996,Guinea,Flow,Inward,23.77,3.185,0.006051,0.43184
1996,Guinea,Flow,Outward,0.5,0.067,0.000127,0.00908
1996,Guinea,Stock,Inward,154.77,20.736,0.003744,2.8118
1996,Guinea,Stock,Outward,4.985,0.668,0.000109,0.09056
1996,Guyana,Flow,Inward,92.914,122.127,0.023652,8.25829
1996,Guyana,Flow,Outward,-1.0,-1.314,-0.000254,-0.08888
1996,Guyana,Stock,Inward,547.346,719.434,0.01324,48.64866
1996,Guyana,Stock,Outward,1.0,1.314,2.2e-05,0.08888
1996,Haiti,Flow,Inward,4.1,0.52,0.001044,0.138
1996,Haiti,Flow,Outward,0.805,0.102,0.000204,0.02708
1996,Haiti,Stock,Inward,36.7,4.653,0.000888,1.23531
1996,Haiti,Stock,Outward,2.005,0.254,4.4e-05,0.06748
1996,Honduras,Flow,Inward,90.0,15.32,0.02291,1.84883
1996,Honduras,Flow,Outward,-2.0,-0.34,-0.000507,-0.04109
1996,Honduras,Stock,Inward,645.6,109.893,0.015616,13.26231
1996,"China, Hong Kong SAR",Flow,Inward,10460.174,1691.057,2.662711,6.54914
1996,"China, Hong Kong SAR",Flow,Outward,26530.876,4289.147,6.726136,16.61106
1996,"China, Hong Kong SAR",Stock,Inward,237992.296,38475.316,5.756739,149.00764
1996,"China, Hong Kong SAR",Stock,Outward,99710.23,16119.776,2.18971,62.42885
1996,Hungary,Flow,Inward,3299.576,319.341,0.83993,7.07172
1996,Hungary,Flow,Outward,-3.639,-0.352,-0.000923,-0.0078
1996,Hungary,Stock,Inward,13281.88,1285.453,0.321272,28.46599
1996,Hungary,Stock,Outward,265.486,25.694,0.00583,0.56899
1996,Iceland,Flow,Inward,83.368,308.607,0.021222,1.12082
1996,Iceland,Flow,Outward,63.624,235.519,0.01613,0.85537
1996,Iceland,Stock,Inward,199.357,737.966,0.004822,2.68019
1996,Iceland,Stock,Outward,240.709,891.038,0.005286,3.23612
1996,India,Flow,Inward,2525.0,2.57,0.642757,0.64144
1996,India,Flow,Outward,240.0,0.244,0.060845,0.06097
1996,India,Stock,Inward,8165.81,8.312,0.197521,2.0744
1996,India,Stock,Outward,735.244,0.748,0.016146,0.18678
1996,Iran (Islamic Republic of),Flow,Inward,20.49,0.329,0.005216,0.01632
1996,Iran (Islamic Republic of),Flow,Outward,79.126,1.27,0.02006,0.06303
1996,Iran (Islamic Republic of),Stock,Inward,2307.657,37.044,0.055819,1.83815
1996,Iran (Islamic Republic of),Stock,Outward,62.802,1.008,0.001379,0.05002
1996,Iraq,Flow,Inward,-1.994,-0.096,-0.000508,-0.02338
1996,Ireland,Flow,Inward,2617.483,723.135,0.666299,3.45386
1996,Ireland,Flow,Outward,727.967,201.116,0.184555,0.96058
1996,Ireland,Stock,Inward,46803.989,12930.59,1.13213,61.75945
1996,Ireland,Stock,Outward,17554.653,4849.843,0.385513,23.16396
1996,Israel,Flow,Inward,1616.775,298.065,0.411562,1.46983
1996,Israel,Flow,Outward,436.763,80.521,0.110729,0.39707
1996,Israel,Stock,Inward,7376.466,1359.907,0.178428,6.70603
1996,Israel,Stock,Outward,3461.708,638.192,0.076022,3.14708
1996,Italy,Flow,Inward,3535.094,61.948,0.899883,0.26934
1996,Italy,Flow,Outward,6465.318,113.297,1.639094,0.4926
1996,Italy,Stock,Inward,74640.079,1307.978,1.805451,5.68694
1996,Italy,Stock,Outward,117341.072,2056.262,2.576896,8.94039
1996,C繫te d'Ivoire,Flow,Inward,269.195,18.356,0.068525,2.21757
1996,C繫te d'Ivoire,Flow,Outward,0.391,0.027,9.9e-05,0.00322
1996,C繫te d'Ivoire,Stock,Inward,1836.657,125.24,0.044426,15.13003
1996,C繫te d'Ivoire,Stock,Outward,15.274,1.042,0.000335,0.12583
1996,Jamaica,Flow,Inward,183.7,71.796,0.046762,2.48448
1996,Jamaica,Flow,Outward,93.3,36.465,0.023654,1.26185
1996,Jamaica,Stock,Inward,1752.0,684.741,0.042379,23.69523
1996,Jamaica,Stock,Outward,401.6,156.959,0.008819,5.43151
1996,Japan,Flow,Inward,228.084,1.801,0.05806,0.00472
1996,Japan,Flow,Outward,23427.811,184.989,5.939444,0.48468
1996,Japan,Stock,Inward,29939.655,236.408,0.724203,0.61939
1996,Japan,Stock,Outward,258612.069,2042.038,5.679312,5.35017
1996,Kazakhstan,Flow,Inward,1136.88,72.728,0.289401,5.40461
1996,Kazakhstan,Flow,Outward,0.001,0.0,0.0,0.0
1996,Kazakhstan,Stock,Inward,4032.265,257.951,0.097536,19.16899
1996,Kazakhstan,Stock,Outward,0.3,0.019,7e-06,0.00143
1996,Jordan,Flow,Inward,15.51,3.277,0.003948,0.21709
1996,Jordan,Flow,Outward,-43.3,-9.149,-0.010977,-0.60607
1996,Jordan,Stock,Inward,1394.465,294.636,0.03373,19.51844
1996,Jordan,Stock,Outward,21.112,4.461,0.000464,0.29551
1996,Kenya,Flow,Inward,10.547,0.369,0.002685,0.07676
1996,Kenya,Flow,Outward,-2.693,-0.094,-0.000683,-0.0196
1996,Kenya,Stock,Inward,742.577,25.974,0.017962,5.40426
1996,Kenya,Stock,Outward,113.042,3.954,0.002482,0.82269
1996,"Korea, Dem. People's Rep. of",Flow,Inward,2.073,0.094,0.000528,0.01958
1996,"Korea, Dem. People's Rep. of",Stock,Inward,1.9,0.086,4.6e-05,0.01794
1996,"Korea, Republic of",Flow,Inward,2782.6,60.82,0.708331,0.45604
1996,"Korea, Republic of",Flow,Outward,4953.3,108.266,1.255766,0.81179
1996,"Korea, Republic of",Stock,Inward,25730.0,562.392,0.622377,4.21688
1996,"Korea, Republic of",Stock,Outward,17620.0,385.128,0.386948,2.88773
1996,Kuwait,Flow,Inward,347.351,213.51,0.088421,1.10298
1996,Kuwait,Flow,Outward,1740.095,1069.605,0.441151,5.5255
1996,Kuwait,Stock,Inward,440.902,271.014,0.010665,1.40004
1996,Kuwait,Stock,Outward,4544.0,2793.114,0.09979,14.42902
1996,Kyrgyzstan,Flow,Inward,46.793,10.108,0.011911,2.56159
1996,Kyrgyzstan,Stock,Inward,191.03,41.264,0.004621,10.45762
1996,Lao People's Dem. Rep.,Flow,Inward,159.8,32.275,0.040678,8.18398
1996,Lao People's Dem. Rep.,Flow,Outward,3.405,0.688,0.000863,0.17438
1996,Lao People's Dem. Rep.,Stock,Inward,371.25,74.982,0.00898,19.01316
1996,Lao People's Dem. Rep.,Stock,Outward,11.312,2.285,0.000248,0.57933
1996,Lebanon,Flow,Inward,80.0,22.157,0.020365,0.58684
1996,Lebanon,Flow,Outward,20.746,5.746,0.00526,0.15218
1996,Lebanon,Stock,Inward,218.18,60.427,0.005278,1.60045
1996,Lebanon,Stock,Outward,302.204,83.698,0.006637,2.2168
1996,Lesotho,Flow,Inward,28.027,14.49,0.007135,3.13139
1996,Lesotho,Stock,Inward,206.876,106.952,0.005004,23.1133
1996,Latvia,Flow,Inward,382.364,154.252,0.097333,6.40609
1996,Latvia,Flow,Outward,2.978,1.201,0.000755,0.04989
1996,Latvia,Stock,Inward,936.151,377.658,0.022644,15.68418
1996,Latvia,Stock,Outward,209.173,84.384,0.004594,3.50446
1996,Liberia,Flow,Inward,-132.13,-61.158,-0.033635,-53.53406
1996,Liberia,Flow,Outward,-24.449,-11.316,-0.006198,-9.90581
1996,Liberia,Stock,Inward,2565.37,1187.407,0.062053,1039.3905
1996,Liberia,Stock,Outward,1116.693,516.873,0.024523,452.4416
1996,Libya,Flow,Inward,-111.722,-22.184,-0.02844,-0.35712
1996,Libya,Flow,Outward,63.32,12.573,0.016053,0.2024
1996,Libya,Stock,Inward,654.36,129.932,0.015828,2.09166
1996,Libya,Stock,Outward,1038.925,206.293,0.022816,3.32093
1996,Lithuania,Flow,Inward,152.43,42.298,0.038802,1.8184
1996,Lithuania,Flow,Outward,0.107,0.03,2.7e-05,0.00128
1996,Lithuania,Stock,Inward,700.3,194.325,0.016939,8.35415
1996,Lithuania,Stock,Outward,2.81,0.78,6.2e-05,0.03352
1996,"China, Macao SAR",Flow,Inward,5.94,15.1,0.001512,0.0834
1996,"China, Macao SAR",Stock,Inward,2807.95,7138.082,0.067921,39.42344
1996,Madagascar,Flow,Inward,10.163,0.731,0.002587,0.21912
1996,Madagascar,Flow,Outward,-0.782,-0.056,-0.000198,-0.01686
1996,Madagascar,Stock,Inward,182.52,13.128,0.004415,3.93546
1996,Madagascar,Stock,Outward,11.284,0.812,0.000248,0.2433
1996,Malawi,Flow,Inward,15.768,1.573,0.004014,0.53003
1996,Malawi,Flow,Outward,1.9,0.19,0.000482,0.06387
1996,Malawi,Stock,Inward,246.167,24.561,0.005954,8.27495
1996,Malawi,Stock,Outward,1.9,0.19,4.2e-05,0.06387
1996,Malaysia,Flow,Inward,7297.0,347.185,1.857503,7.23552
1996,Malaysia,Flow,Outward,3768.0,179.278,0.955267,3.73625
1996,Malaysia,Stock,Inward,36027.6,1714.162,0.871463,35.72406
1996,Malaysia,Stock,Outward,8891.16,423.034,0.195256,8.81625
1996,Maldives,Flow,Inward,9.315,35.942,0.002371,1.45708
1996,Maldives,Stock,Inward,70.249,271.045,0.001699,10.98825
1996,Mali,Flow,Inward,43.397,4.411,0.011047,1.3787
1996,Mali,Flow,Outward,1.554,0.158,0.000394,0.04937
1996,Mali,Stock,Inward,385.115,39.147,0.009315,12.23476
1996,Mali,Stock,Outward,24.312,2.471,0.000534,0.77237
1996,Malta,Flow,Inward,293.009,770.552,0.074588,7.69827
1996,Malta,Flow,Outward,72.855,191.593,0.01847,1.91413
1996,Malta,Stock,Inward,844.006,2219.555,0.020415,22.17466
1996,Malta,Stock,Outward,107.788,283.46,0.002367,2.83193
1996,Mauritania,Flow,Inward,-0.436,-0.184,-0.000111,-0.01816
1996,Mauritania,Flow,Outward,0.195,0.082,5e-05,0.00815
1996,Mauritania,Stock,Inward,94.462,39.809,0.002285,3.93857
1996,Mauritania,Stock,Outward,4.125,1.738,9.1e-05,0.17199
1996,Mauritius,Flow,Inward,36.661,32.104,0.009332,0.7844
1996,Mauritius,Flow,Outward,2.674,2.342,0.000678,0.05722
1996,Mauritius,Stock,Inward,289.91,253.872,0.007013,6.20292
1996,Mauritius,Stock,Outward,96.02,84.084,0.002109,2.05445
1996,Mexico,Flow,Inward,9185.451,98.612,2.338222,2.23505
1996,Mexico,Stock,Inward,46912.0,503.634,1.134743,11.41486
1996,Mexico,Stock,Outward,4219.283,45.297,0.092659,1.02666
1996,Mongolia,Flow,Inward,15.9,6.864,0.004047,0.96815
1996,Mongolia,Stock,Inward,53.56,23.12,0.001296,3.26126
1996,"Moldova, Republic of",Flow,Inward,23.74,5.5,0.006043,1.16804
1996,"Moldova, Republic of",Flow,Outward,0.56,0.13,0.000142,0.02755
1996,"Moldova, Republic of",Stock,Inward,122.37,28.351,0.00296,6.02076
1996,"Moldova, Republic of",Stock,Outward,23.05,5.34,0.000506,1.13409
1996,Montserrat,Flow,Inward,-0.319,-35.336,-8.1e-05,-0.57994
1996,Morocco,Flow,Inward,322.0,11.759,0.081967,0.74854
1996,Morocco,Flow,Outward,28.0,1.023,0.007099,0.06509
1996,Morocco,Stock,Inward,5448.053,198.954,0.131782,12.66478
1996,Morocco,Stock,Outward,296.773,10.838,0.006517,0.68989
1996,Mozambique,Flow,Inward,72.5,4.542,0.018455,1.87981
1996,Mozambique,Stock,Inward,428.982,26.878,0.010377,11.1228
1996,Mozambique,Stock,Outward,2.548,0.16,5.6e-05,0.06606
1996,Oman,Flow,Inward,60.6,27.094,0.015426,0.40109
1996,Oman,Stock,Inward,2287.866,1022.898,0.055341,15.1427
1996,Namibia,Flow,Inward,128.694,77.369,0.03276,3.26196
1996,Namibia,Flow,Outward,-2.047,-1.231,-0.000519,-0.05188
1996,Namibia,Stock,Inward,1472.931,885.506,0.035628,37.33386
1996,Namibia,Stock,Outward,13.027,7.832,0.000286,0.3302
1996,Nepal,Flow,Inward,19.16,0.867,0.004877,0.40649
1996,Nepal,Stock,Inward,32.96,1.492,0.000797,0.69927
1996,Netherlands,Flow,Inward,16186.765,1040.063,4.120456,3.59327
1996,Netherlands,Flow,Outward,31181.997,2003.566,7.905293,6.92203
1996,Netherlands,Stock,Inward,127384.221,8184.936,3.081266,28.27778
1996,Netherlands,Stock,Outward,194208.054,12478.629,4.264952,43.11188
1996,Netherlands Antilles,Flow,Inward,-59.832,-317.298,-0.015231,-2.22271
1996,Netherlands Antilles,Flow,Outward,-0.838,-4.444,-0.000212,-0.03113
1996,Netherlands Antilles,Stock,Inward,303.774,1610.961,0.007348,11.28498
1996,Netherlands Antilles,Stock,Outward,22.931,121.607,0.000504,0.85187
1996,Aruba,Flow,Inward,84.469,1015.121,0.021502,5.84163
1996,Aruba,Flow,Outward,0.335,4.028,8.5e-05,0.02318
1996,Aruba,Stock,Inward,333.59,4008.971,0.008069,23.07009
1996,Aruba,Stock,Outward,378.642,4550.378,0.008315,26.18568
1996,Vanuatu,Flow,Inward,32.732,190.612,0.008332,11.5519
1996,New Zealand,Flow,Inward,3918.617,1054.142,0.997512,5.63891
1996,New Zealand,Flow,Outward,-1238.616,-333.198,-0.314015,-1.78237
1996,New Zealand,Stock,Inward,34743.687,9346.354,0.840407,49.99631
1996,New Zealand,Stock,Outward,9293.317,2499.983,0.204088,13.37312
1996,Nicaragua,Flow,Inward,97.0,20.457,0.024692,2.25911
1996,Nicaragua,Stock,Inward,481.154,101.476,0.011639,11.20597
1996,Niger,Flow,Inward,2.346,0.239,0.000597,0.09205
1996,Niger,Flow,Outward,7.466,0.76,0.001893,0.29293
1996,Niger,Stock,Inward,329.111,33.492,0.007961,12.91379
1996,Niger,Stock,Outward,116.181,11.823,0.002551,4.55877
1996,Nigeria,Flow,Inward,2190.685,19.795,0.557654,4.08954
1996,Nigeria,Flow,Outward,597.185,5.396,0.151399,1.11482
1996,Nigeria,Stock,Inward,18446.437,166.681,0.446196,34.43555
1996,Nigeria,Stock,Outward,3540.324,31.99,0.077748,6.60903
1996,Norway,Flow,Inward,3211.102,730.923,0.817409,1.96374
1996,Norway,Flow,Outward,6104.676,1389.568,1.547664,3.73329
1996,Norway,Stock,Inward,21001.164,4780.361,0.507992,12.84319
1996,Norway,Stock,Outward,25440.435,5790.844,0.558691,15.55801
1996,Palau,Stock,Inward,4.0,227.286,9.7e-05,3.03422
1996,Pakistan,Flow,Inward,439.305,3.45,0.111828,0.57053
1996,Pakistan,Flow,Outward,7.0,0.055,0.001775,0.00909
1996,Pakistan,Stock,Inward,6993.625,54.917,0.169167,9.08266
1996,Pakistan,Stock,Outward,264.025,2.073,0.005798,0.34289
1996,Panama,Flow,Inward,415.702,148.662,0.10582,4.38854
1996,Panama,Stock,Inward,3660.1,1308.912,0.088533,38.63949
1996,Papua New Guinea,Flow,Inward,111.294,20.943,0.028331,1.42945
1996,Papua New Guinea,Flow,Outward,6.19,1.165,0.001569,0.0795
1996,Papua New Guinea,Stock,Inward,1929.017,362.989,0.046661,24.77615
1996,Papua New Guinea,Stock,Outward,188.454,35.462,0.004139,2.42049
1996,Paraguay,Flow,Inward,139.5,28.541,0.035511,1.2312
1996,Paraguay,Stock,Inward,756.7,154.819,0.018304,6.67848
1996,Peru,Flow,Inward,3471.149,140.227,0.883606,6.27987
1996,Peru,Flow,Outward,-17.01,-0.687,-0.004312,-0.03077
1996,Peru,Stock,Inward,6719.625,271.458,0.162539,12.1569
1996,Peru,Stock,Outward,543.44,21.954,0.011934,0.98317
1996,Philippines,Flow,Inward,1520.0,21.288,0.386927,1.65595
1996,Philippines,Flow,Outward,182.0,2.549,0.046141,0.19828
1996,Philippines,Stock,Inward,8249.887,115.542,0.199555,8.98774
1996,Philippines,Stock,Outward,478.0,6.695,0.010497,0.52075
1996,Poland,Flow,Inward,4498.72,116.821,1.145181,2.80831
1996,Poland,Flow,Outward,53.04,1.377,0.013447,0.03311
1996,Poland,Stock,Inward,11462.702,297.658,0.277269,7.15555
1996,Poland,Stock,Outward,735.176,19.091,0.016145,0.45893
1996,Portugal,Flow,Inward,1312.517,129.516,0.334111,1.07026
1996,Portugal,Flow,Outward,711.775,70.236,0.18045,0.5804
1996,Portugal,Stock,Inward,20640.503,2036.755,0.499268,16.83073
1996,Portugal,Stock,Outward,4103.542,404.928,0.090117,3.34612
1996,Guinea-Bissau,Flow,Inward,1.03,0.927,0.000262,0.19223
1996,Guinea-Bissau,Flow,Outward,0.977,0.88,0.000248,0.18241
1996,Guinea-Bissau,Stock,Inward,20.7,18.635,0.000501,3.86323
1996,Qatar,Flow,Inward,338.87,648.518,0.086262,3.74056
1996,Qatar,Flow,Outward,8.97,17.167,0.002274,0.09902
1996,Qatar,Stock,Inward,781.22,1495.072,0.018897,8.62336
1996,Qatar,Stock,Outward,13.681,26.182,0.0003,0.15102
1996,Romania,Flow,Inward,263.0,11.532,0.066949,0.70759
1996,Romania,Flow,Outward,0.01,0.0,3e-06,3e-05
1996,Romania,Stock,Inward,1097.2,48.111,0.02654,2.95198
1996,Romania,Stock,Outward,119.7,5.249,0.002629,0.32205
1996,Russian Federation,Flow,Inward,2579.321,17.425,0.656584,0.65319
1996,Russian Federation,Flow,Outward,922.824,6.234,0.233955,0.2337
1996,Russian Federation,Stock,Inward,8144.7,55.024,0.19701,2.06257
1996,Russian Federation,Stock,Outward,4389.9,29.657,0.096405,1.1117
1996,Rwanda,Flow,Inward,2.22,0.369,0.000565,0.15978
1996,Rwanda,Stock,Inward,52.81,8.782,0.001277,3.80098
1996,Saint Kitts and Nevis,Flow,Inward,35.174,828.171,0.008954,10.53291
1996,Anguilla,Flow,Inward,33.23,3284.534,0.008459,30.33525
1996,Saint Lucia,Flow,Inward,18.415,123.725,0.004688,2.3414
1996,Saint Vincent and the Grenadines,Flow,Inward,42.644,394.918,0.010855,12.95119
1996,Sao Tome and Principe,Flow,Inward,0.32,2.392,8.1e-05,0.2489
1996,Sao Tome and Principe,Stock,Inward,0.26,1.943,6e-06,0.20223
1996,Saudi Arabia,Flow,Inward,64.0,3.362,0.016292,0.04039
1996,Saudi Arabia,Flow,Outward,323.406,16.991,0.08199,0.2041
1996,Saudi Arabia,Stock,Inward,17120.0,899.451,0.414112,10.80461
1996,Saudi Arabia,Stock,Outward,3170.009,166.546,0.069616,2.00063
1996,Senegal,Flow,Inward,5.474,0.614,0.001393,0.08351
1996,Senegal,Flow,Outward,1.955,0.219,0.000496,0.02982
1996,Senegal,Stock,Inward,379.039,42.527,0.009168,5.78271
1996,Senegal,Stock,Outward,95.882,10.758,0.002106,1.4628
1996,Seychelles,Flow,Inward,28.806,371.228,0.007333,4.7736
1996,Seychelles,Flow,Outward,12.483,160.865,0.003165,2.06856
1996,Seychelles,Stock,Inward,365.789,4713.964,0.008848,60.6166
1996,Seychelles,Stock,Outward,110.991,1430.358,0.002437,18.39289
1996,Sierra Leone,Flow,Inward,0.664,0.154,0.000169,0.05209
1996,Sierra Leone,Stock,Inward,242.658,56.266,0.00587,19.03768
1996,Singapore,Flow,Inward,11432.371,3142.335,2.910191,11.87247
1996,Singapore,Flow,Outward,9196.406,2527.751,2.331483,9.55043
1996,Singapore,Stock,Inward,89494.0,24598.583,2.164749,92.93916
1996,Singapore,Stock,Outward,39674.525,10905.056,0.871282,41.20184
1996,Slovakia,Flow,Inward,369.743,68.664,0.094121,1.70754
1996,Slovakia,Flow,Outward,56.535,10.499,0.014333,0.26109
1996,Slovakia,Stock,Inward,2045.556,379.876,0.049479,9.44676
1996,Slovakia,Stock,Outward,182.85,33.957,0.004016,0.84444
1996,Viet Nam,Flow,Inward,2395.0,31.485,0.609664,9.71307
1996,Viet Nam,Stock,Inward,8138.301,106.986,0.196855,33.00537
1996,Slovenia,Flow,Inward,175.479,88.244,0.04467,0.816
1996,Slovenia,Flow,Outward,7.111,3.576,0.001803,0.03307
1996,Slovenia,Stock,Inward,2019.319,1015.458,0.048845,9.39011
1996,Slovenia,Stock,Outward,464.358,233.512,0.010198,2.15933
1996,Somalia,Flow,Inward,1.3,0.169,0.000331,0.10316
1996,Somalia,Stock,Inward,3.05,0.397,7.4e-05,0.24202
1996,South Africa,Flow,Inward,817.565,19.355,0.208117,0.54598
1996,South Africa,Flow,Outward,1043.181,24.696,0.264468,0.69664
1996,South Africa,Stock,Inward,13235.665,313.337,0.320154,8.83885
1996,South Africa,Stock,Outward,21040.256,498.1,0.46206,14.05081
1996,Zimbabwe,Flow,Inward,80.9,7.01,0.020594,0.60075
1996,Zimbabwe,Flow,Outward,51.0,4.419,0.01293,0.37872
1996,Zimbabwe,Stock,Inward,576.45,49.947,0.013944,4.28066
1996,Zimbabwe,Stock,Outward,180.301,15.622,0.00396,1.3389
1996,Spain,Flow,Inward,9325.034,233.658,2.373753,1.45107
1996,Spain,Flow,Outward,6842.11,171.443,1.734619,1.0647
1996,Spain,Stock,Inward,110224.072,2761.888,2.666184,17.15203
1996,Spain,Stock,Outward,41506.946,1040.041,0.911523,6.45892
1996,Sudan (...2011),Flow,Inward,0.4,0.013,0.000102,0.00477
1996,Sudan (...2011),Stock,Inward,166.19,5.539,0.00402,1.98384
1996,Suriname,Flow,Inward,19.1,42.614,0.004862,1.81333
1996,Eswatini,Flow,Inward,21.724,22.976,0.00553,1.21115
1996,Eswatini,Flow,Outward,-6.443,-6.814,-0.001633,-0.3592
1996,Eswatini,Stock,Inward,437.598,462.818,0.010585,24.39658
1996,Eswatini,Stock,Outward,95.458,100.96,0.002096,5.32189
1996,Sweden,Flow,Inward,5437.402,613.759,1.384129,1.86375
1996,Sweden,Flow,Outward,5025.53,567.268,1.274078,1.72257
1996,Sweden,Stock,Inward,34835.104,3932.091,0.842618,11.94023
1996,Sweden,Stock,Outward,72132.732,8142.145,1.584088,24.72452
1996,"Switzerland, Liechtenstein",Flow,Inward,3078.454,435.463,0.783642,0.89702
1996,"Switzerland, Liechtenstein",Flow,Outward,16151.973,2284.779,4.094865,4.70647
1996,"Switzerland, Liechtenstein",Stock,Inward,53918.226,7627.008,1.304215,15.71106
1996,"Switzerland, Liechtenstein",Stock,Outward,141590.835,20028.746,3.109439,41.2577
1996,Syrian Arab Republic,Flow,Inward,89.0,6.032,0.022656,0.58779
1996,Syrian Arab Republic,Stock,Inward,549.0,37.21,0.01328,3.62581
1996,Tajikistan,Flow,Inward,18.0,3.076,0.004582,1.74325
1996,Tajikistan,Stock,Inward,58.0,9.912,0.001403,5.61715
1996,Thailand,Flow,Inward,2338.0,38.882,0.595154,1.27735
1996,Thailand,Flow,Outward,932.0,15.5,0.236282,0.50919
1996,Thailand,Stock,Inward,19705.623,327.716,0.476655,10.76603
1996,Thailand,Stock,Outward,3137.005,52.17,0.068891,1.71388
1996,Togo,Flow,Inward,14.466,3.326,0.003682,0.79589
1996,Togo,Flow,Outward,2.784,0.64,0.000706,0.15317
1996,Togo,Stock,Inward,315.64,72.581,0.007635,17.36612
1996,Tonga,Flow,Inward,0.285,2.96,7.3e-05,0.12832
1996,Tonga,Stock,Inward,8.724,90.623,0.000211,3.92819
1996,Tonga,Stock,Outward,0.028,0.291,1e-06,0.01261
1996,Trinidad and Tobago,Flow,Inward,356.3,283.329,0.090699,6.16957
1996,Trinidad and Tobago,Stock,Inward,4226.041,3360.543,0.102223,73.17671
1996,Trinidad and Tobago,Stock,Outward,20.7,16.461,0.000455,0.35843
1996,United Arab Emirates,Flow,Inward,300.52,118.356,0.076499,0.40321
1996,United Arab Emirates,Flow,Outward,128.613,50.653,0.032606,0.17256
1996,United Arab Emirates,Stock,Inward,2070.77,815.546,0.050089,2.77834
1996,United Arab Emirates,Stock,Outward,838.76,330.335,0.01842,1.12536
1996,Tunisia,Flow,Inward,351.1,37.886,0.089375,1.63269
1996,Tunisia,Flow,Outward,2.4,0.259,0.000608,0.01116
1996,Tunisia,Stock,Inward,11180.6,1206.453,0.270445,51.99218
1996,Tunisia,Stock,Outward,28.6,3.086,0.000628,0.133
1996,Turkey,Flow,Inward,722.0,12.15,0.18379,0.28882
1996,Turkey,Flow,Outward,110.0,1.851,0.027887,0.044
1996,Turkey,Stock,Inward,15655.315,263.454,0.378683,6.26252
1996,Turkey,Stock,Outward,1528.315,25.719,0.033563,0.61136
1996,Turkmenistan,Flow,Inward,108.06,25.204,0.027507,4.54121
1996,Turkmenistan,Stock,Inward,523.06,122.001,0.012652,21.98154
1996,Uganda,Flow,Inward,121.507,5.777,0.03093,1.67733
1996,Uganda,Flow,Outward,-1.028,-0.049,-0.000261,-0.01419
1996,Uganda,Stock,Inward,317.203,15.081,0.007673,4.3788
1996,Ukraine,Flow,Inward,521.0,10.3,0.132624,1.12902
1996,Ukraine,Flow,Outward,-5.0,-0.099,-0.001268,-0.01084
1996,Ukraine,Stock,Inward,1438.0,28.43,0.034783,3.11619
1996,Ukraine,Stock,Outward,97.0,1.918,0.00213,0.2102
1996,North Macedonia,Flow,Inward,11.21,5.635,0.002854,0.24149
1996,North Macedonia,Stock,Inward,97.799,49.159,0.002366,2.10682
1996,Egypt,Flow,Inward,636.4,10.006,0.162,0.86045
1996,Egypt,Flow,Outward,4.9,0.077,0.001242,0.00663
1996,Egypt,Stock,Inward,15326.05,240.969,0.370718,20.7217
1996,Egypt,Stock,Outward,355.02,5.582,0.007797,0.48001
1996,"Tanzania, United Republic of",Flow,Inward,148.51,4.878,0.037804,1.62511
1996,"Tanzania, United Republic of",Flow,Outward,-1.302,-0.043,-0.00033,-0.01424
1996,"Tanzania, United Republic of",Stock,Inward,681.4,22.382,0.016482,7.45642
1996,United States of America,Flow,Inward,84455.0,310.452,21.498618,1.0402
1996,United States of America,Flow,Outward,84426.0,310.345,21.40377,1.03984
1996,United States of America,Stock,Inward,1229118.0,4518.168,29.730841,15.1386
1996,United States of America,Stock,Outward,1608340.0,5912.166,35.320331,19.80934
1996,Burkina Faso,Flow,Inward,16.225,1.564,0.00413,0.55207
1996,Burkina Faso,Flow,Outward,0.655,0.063,0.000166,0.02228
1996,Burkina Faso,Stock,Inward,89.945,8.671,0.002176,3.06042
1996,Burkina Faso,Stock,Outward,13.227,1.275,0.00029,0.45005
1996,Uruguay,Flow,Inward,136.8,42.126,0.034823,0.60378
1996,Uruguay,Stock,Inward,1264.536,389.402,0.030588,5.58119
1996,Uruguay,Stock,Outward,186.0,57.277,0.004085,0.82093
1996,Uzbekistan,Flow,Inward,90.0,3.875,0.02291,0.5372
1996,Uzbekistan,Stock,Inward,196.0,8.439,0.004741,1.16991
1996,Venezuela (Bolivarian Rep. of),Flow,Inward,2183.0,97.518,0.555698,3.19827
